id,name,price,unit,category,top_category,subcategory,category_url,image_url
p02204,Abhi Vitamin D3 White Protein Rich Eggs,163,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02205,Happinest White Eggs,88,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02206,Farm Made Free Range Eggs,154,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02207,Eggoz Nutrition Protein Rich Brown Eggs (10 pieces),175,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02208,Eggoz Nutrition White Protein Rich Eggs (6 pieces),94,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02209,Farm Made Free Range Eggs 12 pcs,299,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02210,Licious Brown Eggs,123,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02211,The Urban Eggs Urban White Eggs,102,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02212,Hen Fruit -30 Max Protein Speciality Eggs,439,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02213,Hen Fruit -10 Farm Fresh No Antibiotics White Protein Rich Eggs,150,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02214,Hen Fruit -10 Max Protein Speciality Eggs,155,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02215,Eggoz Nutrition Protein Plus Eggs (10 pieces),148,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02216,Organic Acre Nutrition Desi Kadaknath Eggs,219,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02217,The Natural Fresh White Protein Rich Eggs - 30 pieces,312,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02218,The Egg Co. Farm Fresh Protein Rich Eggs,384,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02219,The Natural Fresh White Protein Rich Eggs - 10 pieces,130,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02220,Abhi Gold+ Brown Eggs,196,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02221,Hen Fruit -10 Jumbo Size Antibiotic Free Speciality Eggs,160,,Eggs,Meat Fish & Eggs,,https://blinkit.com/cn/eggs/cid/14/1200,
p02222,Amul Blend Diced Cheese,125,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02223,Amul Cheese Slices,82,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02224,Amul Cheese Slices - Pack of 2,163,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02225,Mother Dairy Cheese Slices - Pack of 2,221,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02226,Mother Dairy Cheese Slices,112,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02227,Amul Cheese Cubes,130,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02228,D'lecta Shredded Mozzarella Shredded Cheese,93,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02229,Amul A+ Cheese Slices,223,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02230,D'lecta 100% Mozzarella Pizza Cheese Block,117,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02231,Amul Yummy Plain Cheese Spread,115,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02232,Amul Yummy Plain Cheese Spread - Pack of 2,228,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02233,Go Cheese Slices,110,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02234,Go Cheese Slices - Pack of 2,670,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02235,D'lecta Processed Cheese Slices,117,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02236,Go Cheese Pizza Mozzarella & Cheddar Diced Cheese,119,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02237,Amul Spicy Garlic Cheese Spread - Pack of 2,228,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02238,Amul Spicy Garlic Cheese Spread,115,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02239,D'lecta Natural Feta Cheese Block,115,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02240,Britannia Laughing Cow Cheese Slices (90 g) - Pack of 2,163,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02241,Britannia Laughing Cow Cheese Slices (90 g),82,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02242,Mother Dairy Cheese Cubes - Pack of 2,188,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02243,Mother Dairy Cheese Cubes,95,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02244,D'lecta Chilli Cheese Slices,116,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02245,Amul Cream Cheese,125,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02246,Amul Cheese Block,129,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02247,Amul Punchy Pepper Cheese Spread - Pack of 2,228,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02248,Amul Punchy Pepper Cheese Spread,115,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02249,D'lecta 100% Cheddar Cheese Slices,199,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02250,D'lecta Parmesan Extra Hard Cheese Block,350,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02251,Amul Pizza Mozzarella Diced Cheese,550,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02252,D'lecta 100% Cheddar Cheese Block,190,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02253,Old Hill Parmesan Cheese Block,340,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02254,D'lecta Cheese Cubes (10 cubes),124,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02255,D'lecta Cream Cheese - Pack of 2,375,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02256,D'lecta Cream Cheese,189,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02257,Britannia Laughing Cow Cheese Slices,242,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02258,D'lecta Processed Cheese Slices (400 g),235,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02259,Britannia Laughing Cow Cheese Block with Mozzarella,125,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02260,Britannia Laughing Cow Cheese Cubes,128,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02261,Britannia Laughing Cow Cheese Cubes - Pack of 2,247,,Cheese,Dairy & Breakfast,,https://blinkit.com/cn/cheese/cid/14/2253,
p02262,Pluckk Frozen Blueberry,208,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02263,Safal Frozen Green Peas,116,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02264,SPT Frozen Green Peas,82,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02265,Safal Sweet Corn (Frozen),85,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02266,Pluckk Frozen Strawberry,221,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02267,SPT Frozen Green Peas - 1 kg,140,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02268,Safal Frozen Mixed Vegetables,77,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02269,Delishh Frozen Strawberry,145,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02270,Pluckk Frozen Mixed Berries,255,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02271,ITC Master Chef Farmland Frozen Green Peas,154,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02272,SPT American Frozen Sweet Corn,82,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02273,Safal Frozen Sweet Corn,153,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02274,Pluckk Frozen Raspberry,425,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02275,SPT Frozen Mixed Vegetables,63,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02276,Wow! Coco Fresh Grated Coconut,95,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02277,Delishh Frozen Fresh Mix Berries,452,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02278,Pluckk Frozen Grated Coconut,125,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02279,Delishh Frozen Blueberry,528,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02280,SPT Frozen Grated Coconut,110,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02281,Delishh Frozen Mulberry (Shahtoot),266,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02282,Delishh Frozen Raspberry,425,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02283,Gadre Edamame Frozen,310,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02284,Abbie's Shiitake Raw Mushroom,338,,Frozen Veg,Instant & Frozen,,https://blinkit.com/cn/frozen-veg/cid/15/157,
p02285,Knorr Hot & Sour Vegetable Soup with No Added Preservatives,52,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02286,Knorr Thick Tomato Soup,61,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02287,Knorr Classic Sweet Corn Vegetable Soup with No Added Preservatives,56,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02288,Knorr International Italian Mushroom Soup with No Added Preservatives,66,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02289,Knorr International Hong Kong Manchow Noodle Soup with No Added Preservatives,68,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02290,Nongshim Kimchi Ramyun Noodles,118,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02291,Knorr Classic Chicken Delite Soup with No Added Preservatives,66,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02292,Knorr Classic Mixed Vegetable Soup with No Added Preservatives,61,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02293,Knorr International Cream Of Broccoli Soup,62,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02294,Nongshim Big Bowl Shin Kimchi Noodles,141,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02295,Ching's Secret Mix Veg Soup 55 g,42,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02296,Knorr International Mexican Tomato Corn Soup with No Added Preservatives,62,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02297,Knorr Sweet Corn Chicken Soup with No Added Preservatives,68,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02298,Nongshim Kimchi Shin Noodles,99,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02299,Knorr Spicy Korean Kimchi Soup with No Added Preservatives,62,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02300,Ching's Secret Hot & Sour Veg Soup,42,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02301,Ching's Secret Sweet Corn Veg Soup 55 g,42,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02302,Curryit Mix Veg Soup (Preservative Free),69,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02303,Yu Creamy Kimchi Korean Ramen Instant Noodles - Pack of 2,90,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02304,Yu Creamy Kimchi Korean Ramen Instant Noodles,49,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02305,Ching's Secret Manchow Soup,42,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02306,Ching's Secret Tomato Soup 55 g,42,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02307,Curryit Tomato Soup (Preservative Free),69,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02308,Yu Creamy Tomato Soup with Macaroni - Pack of 2,99,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02309,Yu Creamy Tomato Soup with Macaroni,58,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02310,Nongshim Hot & Spicy Bowl Noodle Soup,120,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02311,Keya Hot N Sour Vegetable Soup,60,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02312,Keya Italian Tomato Soup,60,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02313,Japanese Choice AKA Miso Soup (Red),329,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02314,Yu Veg Manchow Soup with Crispy Noodles (Whole Wheat),58,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02315,Yu Veg Manchow Soup with Crispy Noodles (Whole Wheat) - Pack of 2,99,,Soup,Instant & Frozen,,https://blinkit.com/cn/soup/cid/15/964,
p02316,MTR Rava Idli Breakfast Mix,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02317,MTR Rice Idli Breakfast Mix,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02318,Ching's Secret Schezwan Fried Rice Masala Instant Mix - 5 Single Use Pouches,48,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02319,MTR Masala Rava Idli Breakfast Mix,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02320,Ching's Secret Paneer Chilli Masala Instant Mix - 5 Single Use Pouches,48,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02321,Knorr Chinese Manchurian Instant Mix,55,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02322,MTR Dosa Breakfast Mix,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02323,MOM Ghee Rava Upma With Bhujia,62,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02324,MTR 3 Minute Veggie Upma Breakfast Mix,27,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02325,Pillsbury Chocolate Flavour Pancake Mix,95,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02326,Betty Crocker Classic Pancake Mix (Original),156,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02327,MTR 3 Minute Upma Mix - Pack of 5,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02328,MTR Upma Breakfast Mix - Pack of 2,107,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02329,MTR Upma Breakfast Mix,54,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02330,Slurrp Farm Chocolate Pancake Mix,199,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02331,MTR 3 Minute Poha Breakfast Mix - Pack of 5,99,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02332,MTR 3 Minute Poha Breakfast Mix,27,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02333,MTR Sambhar Instant Mix,98,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02334,MTR 3 Minute Khatta Meetha Poha Breakfast Mix,27,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02335,Knorr Chinese Chilli Instant Mix,55,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02336,Pillsbury Butterscotch Pancake Mix,95,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02337,Brown & Polson Vanilla Custard Powder,38,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02338,MTR Uttappam Breakfast Mix,142,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02339,MTR Gulab Jamun Mix,135,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02340,Pillsbury Pancake Mix Variety Pack,89,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02341,Indimix Moong Dal Chilla Mix,119,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02342,Gits Gulab Jamun Mix,112,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02343,MTR Khaman Dhokla- Instant Mix,89,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02344,MTR Vermicelli- Upma - Pack of 2,103,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02345,MTR Vermicelli- Upma,52,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02346,Organic Tattva Ragi Dosa Mix,59,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02347,MTR Instant Rava Idli Mix,130,,Instant Mixes,Instant & Frozen,,https://blinkit.com/cn/instant-mixes/cid/15/965,
p02348,Bambino Macaroni Durum Wheat Macaroni (425 g),63,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02349,Maggi Pazzta Cheese Macaroni Instant Pasta,31,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02350,Chef's Basket Durum Wheat Semolina Penne Pasta,83,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02351,Bambino Macaroni Durum Wheat Elbow Pasta,93,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02352,Disano Elbow Pasta (100 % Durum Wheat),76,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02353,Maggi Pazzta Masala Penne Instant Pasta,31,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02354,Maggi Pazzta Cheesy Tomato Twist Instant Pasta,31,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02355,Maggi Pazzta Mushroom Penne Instant Pasta,31,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02356,Oleev Kitchen No Maida Durum Wheat Macaroni,59,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02357,Disano Penne Pasta,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02358,Disano Penne Pasta (100 % Durum Wheat),76,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02359,Oleev Kitchen No Maida Penne Durum Wheat Pasta,59,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02360,Chef's Basket Durum Wheat Semolina Fusili Pasta,83,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02361,Chef's Basket Macaroni Pasta,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02362,Chef's Basket Durum Wheat Semolina Elbow Pasta,83,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02363,Disano Fusilli Pasta (100 % Durum Wheat),76,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02364,Bambino Macaroni (2 kg),210,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02365,Oleev Kitchen Fusilli Durum Wheat Pasta,59,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02366,Yu 100% Whole Wheat Elbow Macaroni Pasta - Pack of 2,147,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02367,Yu 100% Whole Wheat Elbow Macaroni Pasta,75,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02368,MOM 3 Cheese Pasta,72,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02369,Del Monte Food Craft Penne Rigati Domestic Pasta - Pack of 2,113,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02370,Del Monte Food Craft Penne Rigati Domestic Pasta,58,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02371,Disano Fusilli Pasta,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02372,Disano Spaghetti Pasta (100% Durum Wheat),95,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02373,Yu Durum Wheat Macaroni Pasta (Zero Maida) - Pack of 2,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02374,Yu Durum Wheat Macaroni Pasta (Zero Maida),51,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02375,Disano Durum Wheat Elbow Pasta,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02376,Yu 100% Whole Wheat Penne Pasta - Pack of 2,186,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02377,Yu 100% Whole Wheat Penne Pasta,95,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02378,Borges Spaghetti Pasta - Pack of 2,376,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02379,Borges Spaghetti Pasta,191,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02380,Del Monte Spaghetti,144,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02381,Yu Durum Wheat Penne Pasta (Zero Maida),51,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02382,Bambino Premium Penne 100% Durum Wheat Domestic Pasta,99,,Pasta More,Instant & Frozen,,https://blinkit.com/cn/pasta-more/cid/15/968,
p02383,Slurrp Farm Banana Chocochip Pancake Mix,199,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02384,Betty Crocker Pancake Mix,368,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02385,Slurrp Farm Pancake Mix Trial Pack Combo,266,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02386,Weikfield Kesar Pista Falooda Mix,46,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02387,Weikfield Strawberry Jelly Crystal Dessert Mix,58,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02388,Betty Crocker Classic Pancake Mix,280,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02389,Double Horse Instant Sadya Palada Dessert Mix,89,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02390,Weikfield Falooda Mix Rose Flavour,46,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02391,Gits Kheer Vermicelli Mix,66,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02392,Gits Rabdi Dessert Mix,88,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02393,Gladful Strawberry Pancake Mix with Jowar and Oats,87,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02394,Gladful Strawberry Pancake Mix with Jowar and Oats - Pack of 2,173,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02395,Pillsbury Chocolate Pancake Mix,217,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02396,Pillsbury Rich Choco Oven Cake Mix (Egg less),232,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02397,Pillsbury Vanilla Cooker Cake Mix,138,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
p02398,Slurrp Farm Blueberry Pancake Mix,200,,Dessert Cake Mixes,Grocery Staples,,https://blinkit.com/cn/dessert-cake-mixes/cid/15/970,
